Symbol,Sector,industry
HDSN,Consumer Durables,Industrial Specialties
HBAN,Finance,Major Banks
HBANP,Finance,Major Banks
HURC,Capital Goods,Industrial Machinery/Components
HURN,Consumer Services,Professional Services
HTCH,Capital Goods,Industrial Machinery/Components
HBP,Consumer Services,RETAIL: Building Materials
HDRA,Finance,Business Services
HDRAR,Finance,Business Services
HDRAU,Finance,Business Services
HDRAW,Finance,Business Services
HYGS,Basic Industries,Major Chemicals
IDSY,Consumer Durables,Telecommunications Equipment
IACI,Consumer Services,Other Specialty Stores
IKGH,Consumer Services,Services-Misc. Amusement & Recreation
IBKC,Finance,Major Banks
IBKCP,Finance,Major Banks
ICAD,Health Care,Medical/Dental Instruments
IEP,Energy,Integrated oil Companies
ICFI,Consumer Services,Professional Services
ICLR,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ICON,Consumer Non-Durables,Shoe Manufacturing
ICUI,Health Care,Medical/Dental Instruments
IPWR,Energy,Industrial Machinery/Components
INVE,Technology,Computer peripheral equipment
IDRA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IDXX,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
DSKY,Technology,Computer Software: Prepackaged Software
IROQ,Finance,Savings Institutions
IRG,Consumer Services,Restaurants
RXDX,Health Care,Major Pharmaceuticals
IIVI,Capital Goods,Electronic Components
KANG,Health Care,Medical/Nursing Services
IKNX,Miscellaneous,Industrial Machinery/Components
ILMN,Capital Goods,Biotechnology: Laboratory Analytical Instruments
ISNS,Capital Goods,Industrial Machinery/Components
IMMR,Technology,Computer peripheral equipment
ICCC,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IMDZ,Health Care,Major Pharmaceuticals
IMNP,Health Care,Major Pharmaceuticals
IMGN,Health Care,Major Pharmaceuticals
IMMU,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IPXL,Health Care,Major Pharmaceuticals
IMMY,Health Care,Major Pharmaceuticals
INCR,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SAAS,Technology,Computer Software: Prepackaged Software
INCY,Health Care,Biotechnology: Commercial Physical & Biological Resarch
INDB,Finance,Major Banks
IBCP,Finance,Major Banks
IBTX,Finance,Major Banks
IDSA,Basic Industries,Miscellaneous
INFN,Public Utilities,Telecommunications Equipment
INFI,Health Care,Major Pharmaceuticals
IPCC,Finance,Property-Casualty Insurers
III,Consumer Services,Professional Services
IFON,Consumer Non-Durables,Electronic Components
IMKTA,Consumer Services,Food Chains
INWK,Consumer Durables,Containers/Packaging
INNL,Health Care,Major Pharmaceuticals
INOD,Technology,EDP Services
IPHS,Consumer Durables,Specialty Chemicals
IOSP,Basic Industries,Major Chemicals
ISSC,Technology,EDP Services
INGN,Health Care,Industrial Specialties
ITEK,Health Care,Major Pharmaceuticals
INOV,Technology,EDP Services
INO,Health Care,Medical/Dental Instruments
NSIT,Consumer Services,Catalog/Specialty Distribution
ISIG,Consumer Services,Advertising
INSM,Health Care,Major Pharmaceuticals
IIIN,Capital Goods,Steel/Iron Ore
PODD,Health Care,Medical/Dental Instruments
INSY,Health Care,Major Pharmaceuticals
NTEC,Health Care,Major Pharmaceuticals
IART,Capital Goods,Biotechnology: Laboratory Analytical Instruments
IDTI,Technology,Semiconductors
IESC,Capital Goods,Engineering & Construction
ISSI,Technology,Semiconductors
INTC,Technology,Semiconductors
IQNT,Public Utilities,Telecommunications Equipment
IPCI,Health Care,Major Pharmaceuticals
IPAR,Consumer Non-Durables,Package Goods/Cosmetics
IBKR,Finance,Investment Bankers/Brokers/Service
ININ,Technology,Computer Software: Prepackaged Software
ICPT,Health Care,Major Pharmaceuticals
ICLD,Miscellaneous,Business Services
ICLDW,Miscellaneous,Business Services
IDCC,Miscellaneous,Multi-Sector Companies
TILE,Consumer Durables,Home Furnishings
IMI,Technology,Semiconductors
INAP,Technology,"Computer Software: Programming, Data Processing"
IBOC,Finance,Major Banks
ISCA,Consumer Services,Services-Misc. Amusement & Recreation
IGLD,Public Utilities,Telecommunications Equipment
IIJI,Technology,"Computer Software: Programming, Data Processing"
XENT,Health Care,Medical/Dental Instruments
INTX,Technology,EDP Services
ISIL,Technology,Semiconductors
IILG,Finance,Real Estate
IVAC,Technology,Industrial Machinery/Components
INTL,Finance,Investment Bankers/Brokers/Service
INTLL,Finance,Investment Bankers/Brokers/Service
ITCI,Health Care,Major Pharmaceuticals
IIN,Capital Goods,Electrical Products
INTU,Technology,Computer Software: Prepackaged Software
ISRG,Health Care,Industrial Specialties
INVT,Public Utilities,Telecommunications Equipment
SNAK,Consumer Non-Durables,Packaged Foods
ISTR,Finance,Major Banks
ISBC,Finance,Savings Institutions
ITIC,Finance,Specialty Insurers
NVIV,Health Care,Medical/Dental Instruments
IVTY,Health Care,Medical/Dental Instruments
IPAS,Technology,EDP Services
DTUL,Finance,Commercial Banks
DFVL,Finance,Commercial Banks
IPGP,Technology,Semiconductors
IRMD,Health Care,Medical/Dental Instruments
IRIX,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
IRDM,Consumer Durables,Telecommunications Equipment
IRDMB,Consumer Durables,Telecommunications Equipment
IRBT,Consumer Durables,Consumer Electronics/Appliances
IRWD,Health Care,Major Pharmaceuticals
IRCP,Consumer Services,Building operators
COMT,n/a,n/a
IFEU,n/a,n/a
IFGL,n/a,n/a
GNMA,n/a,n/a
ACWX,n/a,n/a
ACWI,n/a,n/a
AAXJ,n/a,n/a
EEMA,n/a,n/a
EEML,n/a,n/a
EUFN,n/a,n/a
IEUS,n/a,n/a
QAT,n/a,n/a
UAE,n/a,n/a
IBB,n/a,n/a
SOXX,n/a,n/a
EMIF,n/a,n/a
ICLN,n/a,n/a
WOOD,n/a,n/a
INDY,n/a,n/a
ISHG,n/a,n/a
IGOV,n/a,n/a
ISIS,Health Care,Major Pharmaceuticals
ISLE,Consumer Services,Hotels/Resorts
ISRL,Energy,Oil & Gas Production
ITRI,Capital Goods,Electrical Products
ITRN,Consumer Non-Durables,Electronic Components
ITUS,Miscellaneous,Multi-Sector Companies
XXIA,Capital Goods,Electrical Products
IXYS,Technology,Semiconductors
JJSF,Consumer Non-Durables,Specialty Foods
MAYS,Consumer Services,Building operators
JBHT,Transportation,Trucking Freight/Courier Services
JCOM,Technology,Telecommunications Equipment
JASO,Technology,Semiconductors
JKHY,Technology,EDP Services
JACK,Consumer Services,Restaurants
JXSB,Finance,Savings Institutions
JAXB,Finance,Major Banks
JAGX,Health Care,Major Pharmaceuticals
JAKK,Consumer Non-Durables,Recreational Products/Toys
JMBA,Consumer Services,Restaurants
JRVR,Finance,Property-Casualty Insurers
ERW,n/a,n/a
JASN,Consumer Durables,Miscellaneous manufacturing industries
JASNW,Consumer Durables,Miscellaneous manufacturing industries
JAZZ,Health Care,Major Pharmaceuticals
JD,Consumer Services,Other Specialty Stores
JBLU,Transportation,Air Freight/Delivery Services
JTPY,Finance,Business Services
JCTCF,Consumer Services,RETAIL: Building Materials
DATE,Technology,EDP Services
JST,Consumer Durables,Electrical Products
JIVE,Technology,EDP Services
WYIG,Finance,Business Services
WYIGU,Finance,Business Services
WYIGW,Finance,Business Services
JOEZ,Consumer Non-Durables,Apparel
JBSS,Consumer Non-Durables,Specialty Foods
JOUT,Consumer Non-Durables,Recreational Products/Toys
JNP,Health Care,Major Pharmaceuticals
JUNO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KTWO,Health Care,Medical/Dental Instruments
KALU,Capital Goods,Metal Fabrications
KBIO,Health Care,Major Pharmaceuticals
KMDA,Health Care,Major Pharmaceuticals
KNDI,Capital Goods,Auto Manufacturing
KCLI,Finance,Life Insurance
KPTI,Health Care,Major Pharmaceuticals
KBSF,Consumer Non-Durables,Apparel
KCAP,n/a,n/a
KRNY,Finance,Savings Institutions
KELYA,Technology,Professional Services
KELYB,Technology,Professional Services
KMPH,Health Care,Major Pharmaceuticals
KFFB,Finance,Savings Institutions
KERX,Health Care,Major Pharmaceuticals
GMCR,Consumer Non-Durables,Packaged Foods
KEQU,Capital Goods,Medical Specialities
KTEC,Technology,Industrial Machinery/Components
KTCC,Technology,Computer peripheral equipment
KFRC,Technology,Professional Services
KE,Technology,Electrical Products
KBAL,Consumer Durables,Home Furnishings
KIN,Health Care,Major Pharmaceuticals
KGJI,Miscellaneous,Business Services
KINS,Finance,Property-Casualty Insurers
KONE,Technology,EDP Services
KIRK,Consumer Services,Other Specialty Stores
KITE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KTOV,Health Care,Major Pharmaceuticals
KTOVW,Health Care,Major Pharmaceuticals
KLAC,Capital Goods,Electronic Components
KLXI,Capital Goods,Aerospace
KONA,Consumer Services,Restaurants
KZ,Technology,Telecommunications Equipment
KOPN,Technology,Semiconductors
KRNT,Capital Goods,Industrial Machinery/Components
KOSS,Consumer Non-Durables,Consumer Electronics/Appliances
KWEB,n/a,n/a
KTOS,Capital Goods,Military/Government/Technical
KUTV,Consumer Services,Telecommunications Equipment
KLIC,Technology,Semiconductors
KURA,Health Care,Major Pharmaceuticals
KVHI,Technology,Radio And Television Broadcasting And Communications Equipment
FSTR,Basic Industries,Metal Fabrications
LJPC,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LSBK,Finance,Savings Institutions
LSBG,Finance,Savings Institutions
LBAI,Finance,Major Banks
LKFN,Finance,Major Banks
LAKE,Health Care,Industrial Specialties
LRCX,Technology,Industrial Machinery/Components
LAMR,Consumer Services,Real Estate Investment Trusts
LANC,Consumer Non-Durables,Packaged Foods
LNDC,Basic Industries,Major Chemicals
LARK,Finance,Major Banks
LMRK,Consumer Services,Real Estate
LE,Consumer Services,Clothing/Shoe/Accessory Stores
LSTR,Transportation,Trucking Freight/Courier Services
LNTH,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LTRX,Technology,Computer Communications Equipment
LPSB,Finance,Banks
LSCC,Technology,Semiconductors
LAWS,Consumer Durables,Industrial Specialties
LAYN,Basic Industries,Engineering & Construction
LCNB,Finance,Major Banks
LDRH,Health Care,Medical/Dental Instruments
LBIX,Consumer Non-Durables,Beverages (Production/Distribution)
LGCY,Energy,Oil & Gas Production
LGCYO,Energy,Oil & Gas Production
LGCYP,Energy,Oil & Gas Production
LTXB,Finance,Savings Institutions
LMAT,Health Care,Medical/Dental Instruments
TREE,Finance,Finance: Consumer Services
LXRX,Health Care,Major Pharmaceuticals
LGIH,Capital Goods,Homebuilding
LHCG,Health Care,Medical/Nursing Services
LBRDA,Consumer Services,Television Services
LBRDK,Consumer Services,Television Services
LBTYA,Consumer Services,Television Services
LBTYB,Consumer Services,Television Services
LBTYK,Consumer Services,Television Services
LILA,Consumer Services,Television Services
LILAK,Consumer Services,Television Services
LVNTA,Consumer Services,Catalog/Specialty Distribution
LVNTB,Consumer Services,Catalog/Specialty Distribution
QVCA,Consumer Services,Catalog/Specialty Distribution
QVCB,Consumer Services,Catalog/Specialty Distribution
LMCA,Consumer Services,Broadcasting
LMCB,Consumer Services,Broadcasting
LMCK,Consumer Services,Broadcasting
TAX,Miscellaneous,Multi-Sector Companies
LTRPA,Technology,EDP Services
LTRPB,Technology,EDP Services
LPNT,Health Care,Hospital/Nursing Management
LCUT,Capital Goods,Industrial Machinery/Components
LFVN,Health Care,Major Pharmaceuticals
LWAY,Consumer Non-Durables,Packaged Foods
LGND,Health Care,Major Pharmaceuticals
LTBR,Consumer Services,Professional Services
LPTH,Technology,Semiconductors
LLEX,Energy,Oil & Gas Production
LIME,Basic Industries,Engineering & Construction
LLNW,Miscellaneous,Business Services
LMNR,Consumer Non-Durables,Farming/Seeds/Milling
LINC,Consumer Services,Other Consumer Services
LECO,Technology,Industrial Machinery/Components
LIND,Consumer Services,Transportation Services
LINDW,Consumer Services,Transportation Services
LLTC,Technology,Semiconductors
LNCO,Energy,Oil & Gas Production
LINE,Energy,Oil & Gas Production
LBIO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LIOX,Miscellaneous,Business Services
LPCN,Health Care,Major Pharmaceuticals
LQDT,Miscellaneous,Business Services
LFUS,Consumer Durables,Electrical Products
LIVN,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LOB,Finance,Major Banks
LIVE,Technology,EDP Services
LPSN,Technology,Computer Software: Prepackaged Software
LKQ,Consumer Services,Motor Vehicles
LMFAU,Finance,Finance: Consumer Services
LMIA,Capital Goods,Military/Government/Technical
LOGI,Technology,Computer peripheral equipment
LOGM,Technology,Computer Software: Prepackaged Software
LOJN,Consumer Durables,Telecommunications Equipment
EVAR,Health Care,Medical/Dental Instruments
CNCR,n/a,n/a
LORL,Technology,Radio And Television Broadcasting And Communications Equipment
LOXO,Health Care,Major Pharmaceuticals
LPTN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LPLA,Finance,Investment Bankers/Brokers/Service
LRAD,Consumer Non-Durables,Consumer Electronics/Appliances
LYTS,Consumer Durables,Building Products
LULU,Consumer Non-Durables,Apparel
LITE,Consumer Durables,Telecommunications Equipment
LMNX,Health Care,Medical/Dental Instruments
LMOS,Public Utilities,Telecommunications Equipment
LUNA,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MBTF,Finance,Major Banks
MTSI,Technology,Semiconductors
MCBC,Finance,Major Banks
MFNC,Finance,Major Banks
MCUR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGNX,Health Care,Major Pharmaceuticals
MAGS,Consumer Durables,Telecommunications Equipment
MGLN,Health Care,Hospital/Nursing Management
MPET,Energy,Oil & Gas Production
MGIC,Technology,Computer Software: Prepackaged Software
CALL,Public Utilities,Telecommunications Equipment
MNGA,Technology,Industrial Machinery/Components
MGYR,Finance,Savings Institutions
MHLD,Finance,Property-Casualty Insurers
MHLDO,Finance,Property-Casualty Insurers
MSFG,Finance,Major Banks
COOL,Technology,Computer Software: Prepackaged Software
MMYT,Consumer Services,Transportation Services
MBUU,Capital Goods,Marine Transportation
MLVF,Finance,Banks
MAMS,Technology,Computer Software: Prepackaged Software
MANH,Technology,Computer Software: Prepackaged Software
LOAN,Consumer Services,Real Estate Investment Trusts
MNTX,Technology,Industrial Machinery/Components
MTEX,Consumer Durables,Specialty Chemicals
MNKD,Health Care,Major Pharmaceuticals
MANT,Consumer Services,Other Consumer Services
MARA,Miscellaneous,Multi-Sector Companies
MCHX,Miscellaneous,Business Services
MARPS,Energy,Oil & Gas Production
MRNS,Health Care,Major Pharmaceuticals
MKTX,Finance,Investment Bankers/Brokers/Service
MKTO,Technology,Computer Software: Prepackaged Software
MRKT,Finance,Investment Bankers/Brokers/Service
MRLN,Finance,Major Banks
MAR,Consumer Services,Hotels/Resorts
MBII,Basic Industries,Agricultural Chemicals
MRTN,Transportation,Trucking Freight/Courier Services
MMLP,Energy,Oil Refining/Marketing
MRVL,Technology,Semiconductors
MASI,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MTCH,Technology,"Computer Software: Programming, Data Processing"
MTLS,Technology,Computer Software: Prepackaged Software
MTRX,Basic Industries,Engineering & Construction
MAT,Consumer Non-Durables,Recreational Products/Toys
MATR,Technology,EDP Services
MATW,Capital Goods,Metal Fabrications
MFRM,Consumer Services,Other Specialty Stores
MTSN,Technology,Industrial Machinery/Components
MXIM,Technology,Semiconductors
MXWL,Miscellaneous,Industrial Machinery/Components
MZOR,Health Care,Medical/Dental Instruments
MBFI,Finance,Major Banks
MBFIP,Finance,Major Banks
MCFT,Capital Goods,Marine Transportation
MGRC,Technology,Diversified Commercial Services
MDCA,Technology,Advertising
MCOX,Consumer Non-Durables,Apparel
TAXI,Finance,Finance: Consumer Services
MDAS,Technology,Computer Software: Prepackaged Software
MTBC,Technology,Computer Software: Prepackaged Software
MTBCP,Technology,Computer Software: Prepackaged Software
MNOV,Health Care,Major Pharmaceuticals
MDSO,Technology,Computer Software: Prepackaged Software
MDGS,Health Care,Medical/Dental Instruments
MDVN,Health Care,Major Pharmaceuticals
MDWD,Consumer Durables,Specialty Chemicals
MDVX,Health Care,Medical/Dental Instruments
MDVXW,Health Care,Medical/Dental Instruments
MEET,Consumer Services,Advertising
MEIP,Health Care,Major Pharmaceuticals
MELA,Health Care,Medical/Dental Instruments
MPEL,Consumer Services,Hotels/Resorts
MLNX,Technology,Semiconductors
MELR,Finance,Major Banks
MEMP,Energy,Oil & Gas Production
MRD,Energy,Oil & Gas Production
MENT,Technology,EDP Services
MTSL,Public Utilities,Telecommunications Equipment
MELI,Miscellaneous,Business Services
MBWM,Finance,Major Banks
MERC,Basic Industries,Paper
MBVT,Finance,Major Banks
MRCY,Capital Goods,Electrical Products
EBSB,Finance,Major Banks
VIVO,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MMSI,Health Care,Medical/Dental Instruments
MACK,Health Care,Major Pharmaceuticals
MSLI,Health Care,Major Pharmaceuticals
MLAB,Capital Goods,Industrial Machinery/Components
MESO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CASH,Finance,Savings Institutions
MBLX,Basic Industries,Containers/Packaging
MEOH,Basic Industries,Major Chemicals
MEIL,Basic Industries,Major Chemicals
MEILW,Basic Industries,Major Chemicals
MEILZ,Basic Industries,Major Chemicals
METR,Finance,Major Banks
MFRI,Capital Goods,Pollution Control Equipment
MGCD,Health Care,Medical/Dental Instruments
MGEE,Energy,Electric Utilities: Central
MGPI,Consumer Non-Durables,Beverages (Production/Distribution)
MCHP,Technology,Semiconductors
MU,Technology,Semiconductors
MICT,Capital Goods,Electrical Products
MICTW,Capital Goods,Electrical Products
MSCC,Technology,Semiconductors
MSFT,Technology,Computer Software: Prepackaged Software
MSTR,Technology,Computer Software: Prepackaged Software
MVIS,Capital Goods,Industrial Machinery/Components
MPB,Finance,Major Banks
MCEP,Energy,Oil & Gas Production
MBRG,Finance,Major Banks
MBCN,Finance,Major Banks
MSEX,Public Utilities,Water Supply
MOFG,Finance,Major Banks
MIME,Technology,Computer Software: Prepackaged Software
MDXG,Health Care,Medical/Dental Instruments
MNDO,Technology,EDP Services
MB,Technology,EDP Services
NERV,Health Care,Major Pharmaceuticals
MRTX,Health Care,Major Pharmaceuticals
MIRN,Health Care,Major Pharmaceuticals
MSON,Capital Goods,Medical Specialities
MIND,Technology,Diversified Commercial Services
MITK,Technology,Computer peripheral equipment
MITL,Technology,Radio And Television Broadcasting And Communications Equipment
MKSI,Capital Goods,Industrial Machinery/Components
MMAC,Finance,Real Estate
MINI,Capital Goods,Metal Fabrications
MOBL,Technology,Computer Software: Prepackaged Software
MOCO,Capital Goods,Industrial Machinery/Components
MDSY,Technology,EDP Services
MLNK,Miscellaneous,Business Services
MOKO,Technology,"Computer Software: Programming, Data Processing"
MOLG,Miscellaneous,Business Services
MNTA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MOMO,Technology,Computer Software: Prepackaged Software
MCRI,Consumer Services,Hotels/Resorts
MNRK,Finance,Major Banks
MDLZ,Consumer Non-Durables,Packaged Foods
MGI,Miscellaneous,Business Services
MPWR,Technology,Semiconductors
TYPE,Technology,EDP Services
MNRO,Consumer Services,Automotive Aftermarket
MRCC,n/a,n/a
MNST,Consumer Non-Durables,Beverages (Production/Distribution)
MHGC,Consumer Services,Hotels/Resorts
MORN,Finance,Investment Managers
MOSY,Technology,Semiconductors
MPAA,Capital Goods,Auto Parts:O.E.M.
MDM,Basic Industries,Precious Metals
MRVC,Technology,Semiconductors
MSBF,Finance,Savings Institutions
MSG,Consumer Services,Television Services
MTSC,Capital Goods,Industrial Machinery/Components
MDIV,n/a,n/a
LABL,Miscellaneous,Publishing
MFLX,Technology,Electrical Products
MFSF,Finance,Major Banks
MYL,Health Care,Major Pharmaceuticals
MYOK,Health Care,Major Pharmaceuticals
MYOS,Health Care,Major Pharmaceuticals
MYRG,Basic Industries,Water Supply
MYGN,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NBRV,Health Care,Major Pharmaceuticals
NANO,Capital Goods,Industrial Machinery/Components
NSPH,Health Care,Medical/Dental Instruments
NSTG,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NK,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSSC,Consumer Durables,Telecommunications Equipment
NDAQ,Finance,Investment Bankers/Brokers/Service
NTRA,Health Care,Medical Specialities
NATH,Consumer Services,Restaurants
NAUH,Consumer Services,Other Consumer Services
NKSH,Finance,Major Banks
FIZZ,Consumer Non-Durables,Beverages (Production/Distribution)
NCMI,Consumer Services,Advertising
NCOM,Finance,Major Banks
NGHC,Finance,Property-Casualty Insurers
NGHCO,Finance,Property-Casualty Insurers
NGHCP,Finance,Property-Casualty Insurers
NGHCZ,Finance,Property-Casualty Insurers
NHLD,Finance,Investment Bankers/Brokers/Service
NATI,Technology,Computer Software: Prepackaged Software
NATL,Finance,Property-Casualty Insurers
NPBC,Finance,Major Banks
NRCIA,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NRCIB,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NSEC,Finance,Life Insurance
NWLI,Finance,Life Insurance
NAII,Consumer Durables,Specialty Chemicals
NHTC,Consumer Durables,Consumer Specialties
NATR,Health Care,Major Pharmaceuticals
BABY,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NVSL,Finance,Savings Institutions
NAVI,Finance,Investment Bankers/Brokers/Service
NBTB,Finance,Major Banks
NCIT,Technology,EDP Services
NKTR,Health Care,Major Pharmaceuticals
NEOG,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEO,Health Care,Precision Instruments
NEON,Capital Goods,Industrial Machinery/Components
NEOS,Health Care,Major Pharmaceuticals
NEOT,Health Care,Major Pharmaceuticals
NVCN,Health Care,Medical/Dental Instruments
NRX,Health Care,Major Pharmaceuticals
NEPT,Health Care,Major Pharmaceuticals
UEPS,Finance,Investment Bankers/Brokers/Service
NETE,Technology,EDP Services
NTAP,Technology,Electronic Components
NTES,Miscellaneous,Business Services
NFLX,Consumer Services,Consumer Electronics/Video Chains
NTGR,Public Utilities,Telecommunications Equipment
NLST,Technology,Semiconductors
NTCT,Technology,EDP Services
NTWK,Technology,Computer Software: Prepackaged Software
CUR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBIX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NDRM,Health Care,Major Pharmaceuticals
NURO,Health Care,Medical/Dental Instruments
NUROW,Health Care,Medical/Dental Instruments
NYMT,Consumer Services,Real Estate Investment Trusts
NYMTO,Consumer Services,Real Estate Investment Trusts
NYMTP,Finance,Finance: Consumer Services
NBBC,Finance,Major Banks
NLNK,Health Care,Major Pharmaceuticals
NEWP,Capital Goods,Medical Specialities
NWS,Consumer Services,Newspapers/Magazines
NWSA,Consumer Services,Newspapers/Magazines
NEWS,Finance,Finance: Consumer Services
NEWT,n/a,n/a
NEWTZ,n/a,n/a
NXST,Consumer Services,Broadcasting
NVET,Health Care,Major Pharmaceuticals
NFEC,Capital Goods,Metal Fabrications
EGOV,Miscellaneous,Business Services
NICE,Technology,Computer Manufacturing
NICK,Finance,Finance Companies
NIHD,Public Utilities,Telecommunications Equipment
NVLS,Health Care,Major Pharmaceuticals
NMIH,Finance,Property-Casualty Insurers
NNBR,Capital Goods,Metal Fabrications
NDLS,Consumer Services,Restaurants
NDSN,Capital Goods,Industrial Machinery/Components
NSYS,Capital Goods,Industrial Machinery/Components
NTK,Consumer Durables,Home Furnishings
NBN,Finance,Major Banks
NECB,Finance,Savings Institutions
NTIC,Capital Goods,Industrial Specialties
NTRS,Finance,Major Banks
NTRSP,Finance,Major Banks
NFBK,Finance,Savings Institutions
NRIM,Finance,Savings Institutions
NWBI,Finance,Major Banks
NWBO,Health Care,Major Pharmaceuticals
NWBOW,Health Care,Major Pharmaceuticals
NWPX,Basic Industries,Steel/Iron Ore
NCLH,Consumer Services,Marine Transportation
NWFL,Finance,Major Banks
NVFY,Consumer Durables,Home Furnishings
NVMI,Capital Goods,Electronic Components
NVDQ,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MIFI,Consumer Durables,Telecommunications Equipment
NVAX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVCR,Health Care,Medical/Dental Instruments
NVGN,Health Care,Major Pharmaceuticals
NTLS,Public Utilities,Telecommunications Equipment
NUAN,Technology,Computer Software: Prepackaged Software
NMRX,Consumer Durables,Telecommunications Equipment
NUTR,Consumer Durables,Specialty Chemicals
NTRI,Consumer Services,Catalog/Specialty Distribution
NUVA,Health Care,Medical/Dental Instruments
QQQX,n/a,n/a
NVEE,Consumer Services,Other Consumer Services
NVEC,Technology,Semiconductors
NVDA,Technology,Semiconductors
NXPI,Technology,Semiconductors
NXTM,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NXTD,Consumer Services,Diversified Commercial Services
NXTDW,Consumer Services,Diversified Commercial Services
NYMX,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OIIM,Technology,Semiconductors
OVLY,Finance,Major Banks
OASM,Health Care,Major Pharmaceuticals
OCAT,Health Care,Major Pharmaceuticals
OBCI,Consumer Durables,Specialty Chemicals
OPTT,Public Utilities,Electric Utilities: Central
ORIG,Energy,Oil & Gas Production
OSHC,Finance,Savings Institutions
OCFC,Finance,Savings Institutions
OCRX,Health Care,Major Pharmaceuticals
OCLR,Technology,Semiconductors
OFED,Finance,Savings Institutions
OCUL,Health Care,Major Pharmaceuticals
OCLS,Health Care,Medical/Dental Instruments
OCLSW,Health Care,Medical/Dental Instruments
OMEX,Consumer Services,Marine Transportation
ODP,Consumer Services,Other Specialty Stores
OFS,n/a,n/a
OHAI,n/a,n/a
OVBC,Finance,Major Banks
OHRP,Health Care,Major Pharmaceuticals
ODFL,Transportation,Trucking Freight/Courier Services
OLBK,Finance,Major Banks
ONB,Finance,Major Banks
OPOF,Finance,Major Banks
OSBC,Finance,Major Banks
OSBCP,Finance,Major Banks
OLLI,Consumer Services,Department/Specialty Retail Stores
ZEUS,Basic Industries,Metal Fabrications
OFLX,Capital Goods,Industrial Specialties
OMER,Health Care,Major Pharmaceuticals
OMCL,Technology,Computer Manufacturing
OVTI,Technology,Semiconductors
ON,Technology,Semiconductors
OTIV,Technology,Semiconductors
OGXI,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OMED,Health Care,Major Pharmaceuticals
ONTX,Health Care,Major Pharmaceuticals
ONCS,Health Care,Major Pharmaceuticals
ONTY,Health Care,Biotechnology: Commercial Physical & Biological Resarch
OHGI,Public Utilities,Telecommunications Equipment
ONFC,Finance,Savings Institutions
ONVI,Miscellaneous,Business Services
OTEX,Technology,EDP Services
OPXA,Health Care,Major Pharmaceuticals
OPXAW,Health Care,Major Pharmaceuticals
OPGN,Health Care,Medical Specialities
OPGNW,Health Care,Medical Specialities
OPHT,Health Care,Major Pharmaceuticals
OBAS,Finance,Real Estate
OCC,Basic Industries,Telecommunications Equipment
OPHC,Finance,Major Banks
OPB,n/a,n/a
ORMP,Health Care,Major Pharmaceuticals
OSUR,Health Care,Medical/Dental Instruments
ORBC,Consumer Services,Telecommunications Equipment
ORBK,Capital Goods,Industrial Machinery/Components
ORLY,Consumer Services,Other Specialty Stores
OREX,Health Care,Major Pharmaceuticals
SEED,Consumer Non-Durables,Farming/Seeds/Milling
OESX,Consumer Durables,Building Products
ORIT,Finance,Major Banks
ORRF,Finance,Major Banks
OFIX,Health Care,Medical/Dental Instruments
OSIS,Technology,Semiconductors
OSIR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OSN,Basic Industries,Steel/Iron Ore
OTEL,Public Utilities,Telecommunications Equipment
OTIC,Health Care,Major Pharmaceuticals
OTTR,Public Utilities,Electric Utilities: Central
OUTR,Consumer Services,Other Consumer Services
